subject,subject_type,relation,object,object_type,source_url,sentence
Unique and Artistic Picture,WORK_OF_ART,be,Sunrise,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The Best Picture category is traditionally the final award of the night and is widely considered the most prestigious honor of the ceremony.[2][3][4]
The Grand Staircase columns at the Dolby Theatre in Hollywood, where the Academy Awards ceremonies have been held since 2002, showcase every film that has won the Best Picture title since the award's inception.[5] There have been 621 films nominated for Best Picture and 97 winners.[6]
History
[edit]Category name changes
[edit]At the 1st Academy Awa"
The Jazz Singer,WORK_OF_ART,disqualify In from,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In particular, The Jazz Singer was disqualified from both awards, since its use of synchronized sound made the film a sui generis item that would have unfairly competed against either category, and the Academy granted the film an honorary award instead.[7]
The following year, the Academy dropped the Unique and Artistic Picture award, deciding retroactively that the award won by Wings was the highest honor that could be awarded, and allowed synchronized sound films to compete for the award.[8]"
The Jazz Singer,WORK_OF_ART,disqualify In from,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In particular, The Jazz Singer was disqualified from both awards, since its use of synchronized sound made the film a sui generis item that would have unfairly competed against either category, and the Academy granted the film an honorary award instead.[7]
The following year, the Academy dropped the Unique and Artistic Picture award, deciding retroactively that the award won by Wings was the highest honor that could be awarded, and allowed synchronized sound films to compete for the award.[8]"
The Jazz Singer,WORK_OF_ART,disqualify In from,Wings,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In particular, The Jazz Singer was disqualified from both awards, since its use of synchronized sound made the film a sui generis item that would have unfairly competed against either category, and the Academy granted the film an honorary award instead.[7]
The following year, the Academy dropped the Unique and Artistic Picture award, deciding retroactively that the award won by Wings was the highest honor that could be awarded, and allowed synchronized sound films to compete for the award.[8]"
Academy,ORG,grant,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In particular, The Jazz Singer was disqualified from both awards, since its use of synchronized sound made the film a sui generis item that would have unfairly competed against either category, and the Academy granted the film an honorary award instead.[7]
The following year, the Academy dropped the Unique and Artistic Picture award, deciding retroactively that the award won by Wings was the highest honor that could be awarded, and allowed synchronized sound films to compete for the award.[8]"
Academy,ORG,grant,Wings,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In particular, The Jazz Singer was disqualified from both awards, since its use of synchronized sound made the film a sui generis item that would have unfairly competed against either category, and the Academy granted the film an honorary award instead.[7]
The following year, the Academy dropped the Unique and Artistic Picture award, deciding retroactively that the award won by Wings was the highest honor that could be awarded, and allowed synchronized sound films to compete for the award.[8]"
Academy,ORG,drop,Wings,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In particular, The Jazz Singer was disqualified from both awards, since its use of synchronized sound made the film a sui generis item that would have unfairly competed against either category, and the Academy granted the film an honorary award instead.[7]
The following year, the Academy dropped the Unique and Artistic Picture award, deciding retroactively that the award won by Wings was the highest honor that could be awarded, and allowed synchronized sound films to compete for the award.[8]"
Outstanding Picture,WORK_OF_ART,undergo over,the years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the award kept the title Outstanding Picture for the next ceremony, the name underwent several changes over the years, as seen below."
1962,DATE,call Since,Academy Award for Outstanding Picture,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,call Since,Academy Award for Outstanding Production,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,call Since,"Academy Award for Outstanding Motion Picture
- 1944–1961",ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,call Since,"Academy Award for Best Motion Picture
-",ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,call Since,1962,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,call Since,Academy Award for Best Picture,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,call Since,1950,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Picture,ORG,call Since,Academy Award for Outstanding Production,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Picture,ORG,call Since,"Academy Award for Outstanding Motion Picture
- 1944–1961",ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Picture,ORG,call Since,"Academy Award for Best Motion Picture
-",ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Picture,ORG,call Since,1962,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Picture,ORG,co-occurs with,Academy Award for Best Picture,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Picture,ORG,co-occurs with,1950,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Production,ORG,call Since,"Academy Award for Outstanding Motion Picture
- 1944–1961",ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Production,ORG,call Since,"Academy Award for Best Motion Picture
-",ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Production,ORG,call Since,1962,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Production,ORG,co-occurs with,Academy Award for Best Picture,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Outstanding Production,ORG,co-occurs with,1950,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
"Academy Award for Outstanding Motion Picture
- 1944–1961",ORG,call Since,"Academy Award for Best Motion Picture
-",ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
"Academy Award for Outstanding Motion Picture
- 1944–1961",ORG,call Since,1962,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
"Academy Award for Outstanding Motion Picture
- 1944–1961",ORG,co-occurs with,Academy Award for Best Picture,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
"Academy Award for Outstanding Motion Picture
- 1944–1961",ORG,co-occurs with,1950,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
"Academy Award for Best Motion Picture
-",ORG,call Since,1962,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
"Academy Award for Best Motion Picture
-",ORG,co-occurs with,Academy Award for Best Picture,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
"Academy Award for Best Motion Picture
-",ORG,co-occurs with,1950,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,co-occurs with,Academy Award for Best Picture,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1962,DATE,co-occurs with,1950,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
Academy Award for Best Picture,ORG,present,1950,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Since 1962, the award has been simply called Best Picture.[6]
- 1927/28–1928/29: Academy Award for Outstanding Picture
- 1929/30–1940: Academy Award for Outstanding Production
- 1941–1943: Academy Award for Outstanding Motion Picture
- 1944–1961: Academy Award for Best Motion Picture
- 1962–present: Academy Award for Best Picture
Recipients
[edit]Until 1950, this award was presented to a representative of the production company."
1999,DATE,apply,Shakespeare,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This rule was modified in 1999 to apply a maximum limit of three producers receiving the award, after the five producers of Shakespeare in Love had received the award.[9][10][11]"
1999,DATE,apply,Love,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This rule was modified in 1999 to apply a maximum limit of three producers receiving the award, after the five producers of Shakespeare in Love had received the award.[9][10][11]"
Shakespeare,PERSON,receive,Love,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This rule was modified in 1999 to apply a maximum limit of three producers receiving the award, after the five producers of Shakespeare in Love had received the award.[9][10][11]"
the Producers Branch Executive Committee,ORG,include,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Final determination of the qualifying producer nominees for each nominated picture will be made by the Producers Branch Executive Committee, including the right to name any additional qualified producer as a nominee.[12]
The Academy can make exceptions to the limit, as when Anthony Minghella and Sydney Pollack were posthumously included among the four producers nominated for The Reader.[13]"
the Producers Branch Executive Committee,ORG,include,Anthony Minghella,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Final determination of the qualifying producer nominees for each nominated picture will be made by the Producers Branch Executive Committee, including the right to name any additional qualified producer as a nominee.[12]
The Academy can make exceptions to the limit, as when Anthony Minghella and Sydney Pollack were posthumously included among the four producers nominated for The Reader.[13]"
the Producers Branch Executive Committee,ORG,include,Sydney Pollack,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Final determination of the qualifying producer nominees for each nominated picture will be made by the Producers Branch Executive Committee, including the right to name any additional qualified producer as a nominee.[12]
The Academy can make exceptions to the limit, as when Anthony Minghella and Sydney Pollack were posthumously included among the four producers nominated for The Reader.[13]"
Academy,ORG,make to as,Anthony Minghella,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Final determination of the qualifying producer nominees for each nominated picture will be made by the Producers Branch Executive Committee, including the right to name any additional qualified producer as a nominee.[12]
The Academy can make exceptions to the limit, as when Anthony Minghella and Sydney Pollack were posthumously included among the four producers nominated for The Reader.[13]"
Academy,ORG,make to as,Sydney Pollack,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Final determination of the qualifying producer nominees for each nominated picture will be made by the Producers Branch Executive Committee, including the right to name any additional qualified producer as a nominee.[12]
The Academy can make exceptions to the limit, as when Anthony Minghella and Sydney Pollack were posthumously included among the four producers nominated for The Reader.[13]"
Anthony Minghella,PERSON,include,Sydney Pollack,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Final determination of the qualifying producer nominees for each nominated picture will be made by the Producers Branch Executive Committee, including the right to name any additional qualified producer as a nominee.[12]
The Academy can make exceptions to the limit, as when Anthony Minghella and Sydney Pollack were posthumously included among the four producers nominated for The Reader.[13]"
the Producers Branch Executive Committee,ORG,determine As,Steven Spielberg,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"As of 2014[update] the Producers Branch Executive Committee determines such exceptions, noting they take place only in ""rare and extraordinary circumstance[s].""[12]
Steven Spielberg holds the record for most nominations at fourteen, winning one, while Kathleen Kennedy holds the record for most nominations without a win at eight."
the Producers Branch Executive Committee,ORG,determine As,fourteen,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"As of 2014[update] the Producers Branch Executive Committee determines such exceptions, noting they take place only in ""rare and extraordinary circumstance[s].""[12]
Steven Spielberg holds the record for most nominations at fourteen, winning one, while Kathleen Kennedy holds the record for most nominations without a win at eight."
the Producers Branch Executive Committee,ORG,determine As,Kathleen Kennedy,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"As of 2014[update] the Producers Branch Executive Committee determines such exceptions, noting they take place only in ""rare and extraordinary circumstance[s].""[12]
Steven Spielberg holds the record for most nominations at fourteen, winning one, while Kathleen Kennedy holds the record for most nominations without a win at eight."
Steven Spielberg,PERSON,hold at,fourteen,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"As of 2014[update] the Producers Branch Executive Committee determines such exceptions, noting they take place only in ""rare and extraordinary circumstance[s].""[12]
Steven Spielberg holds the record for most nominations at fourteen, winning one, while Kathleen Kennedy holds the record for most nominations without a win at eight."
Steven Spielberg,PERSON,hold at,Kathleen Kennedy,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"As of 2014[update] the Producers Branch Executive Committee determines such exceptions, noting they take place only in ""rare and extraordinary circumstance[s].""[12]
Steven Spielberg holds the record for most nominations at fourteen, winning one, while Kathleen Kennedy holds the record for most nominations without a win at eight."
fourteen,DATE,win,Kathleen Kennedy,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"As of 2014[update] the Producers Branch Executive Committee determines such exceptions, noting they take place only in ""rare and extraordinary circumstance[s].""[12]
Steven Spielberg holds the record for most nominations at fourteen, winning one, while Kathleen Kennedy holds the record for most nominations without a win at eight."
Sam Spiegel,PERSON,tie,Saul Zaentz,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,Sam Spiegel and Saul Zaentz tie for the most wins with three each.
Best Picture,WORK_OF_ART,co-occurs with,70,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Of the 97 films that have won Best Picture, 70 have also been awarded Best Director."
William A. Wellman,PERSON,co-occurs with,Grand Hotel,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Edmund Goulding,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Driving Miss,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Daisy,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Bruce Beresford,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,1989,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Argo,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Ben Affleck,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,2012,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Green Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Peter Farrelly,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,2018,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
William A. Wellman,PERSON,direct,Sian Heder,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Only six films have been awarded Best Picture without receiving a Best Director nomination: Wings directed by William A. Wellman (1927/28), Grand Hotel directed by Edmund Goulding (1931/32), Driving Miss Daisy directed by Bruce Beresford (1989), Argo directed by Ben Affleck (2012), Green Book directed by Peter Farrelly (2018), and CODA directed by Sian Heder (2021)."
